STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonf,spearman_pval_bonf,point_biserial_pval_bonf,rank_biserial_pval_bonf
AT,STR_length,entropy,0.24592303773444577,0.0,0.36564468211800744,0.0,,,,,0.0,0.0,,
AT,STR_length,heterozygosity,0.24244904633504297,0.0,0.362862226958842,0.0,,,,,0.0,0.0,,
AT,STR_length,minor_freq,0.22331425235973923,1.235e-321,0.35667970462057114,0.0,,,,,3.55727e-319,0.0,,
AT,STR_length,label,0.30539480199843005,0.0,0.31016861861077444,0.0,0.30539480199843005,0.0,0.4140871230081987,0.0,0.0,0.0,0.0,0.0
GT,STR_length,entropy,0.16150643199176498,2.938324592950664e-132,0.2954104820523686,0.0,,,,,8.462374827697912e-130,0.0,,
AC,STR_length,entropy,0.16150643199176498,2.938324592950664e-132,0.2954104820523686,0.0,,,,,8.462374827697912e-130,0.0,,
GT,STR_length,heterozygosity,0.15348061608411318,1.759999969817284e-119,0.29425521089545503,0.0,,,,,5.068799913073778e-117,0.0,,
AC,STR_length,heterozygosity,0.15348061608411318,1.759999969817284e-119,0.29425521089545503,0.0,,,,,5.068799913073778e-117,0.0,,
all,STR_length,entropy,0.16879657835026343,0.0,0.2693551894259637,0.0,,,,,0.0,0.0,,
AC,STR_length,minor_freq,0.14008473018536452,1.1523513946368206e-99,0.2682053006840428,0.0,,,,,3.318772016554043e-97,0.0,,
GT,STR_length,minor_freq,0.14008473018536452,1.1523513946368206e-99,0.2682053006840428,0.0,,,,,3.318772016554043e-97,0.0,,
all,STR_length,heterozygosity,0.16202332501794722,0.0,0.26785073389559605,0.0,,,,,0.0,0.0,,
GT,STR_length,label,0.2754283018261507,0.0,0.26720440848759547,0.0,0.2754283018261507,0.0,0.29452989665581253,0.0,0.0,0.0,0.0,0.0
AC,STR_length,label,0.2754283018261507,0.0,0.26720440848759547,0.0,0.2754283018261507,0.0,0.29452989665581253,0.0,0.0,0.0,0.0,0.0
all,STR_length,minor_freq,0.14891918727038456,0.0,0.2509779223948707,0.0,,,,,0.0,0.0,,
all,STR_length,label,0.23952410826284662,0.0,0.23544734790565752,0.0,0.23952410826284662,0.0,0.2614775412709097,0.0,0.0,0.0,0.0,0.0
CT,STR_length,entropy,0.09409513669603656,1.0185171728615463e-29,0.20511538202846932,9.235124152843291e-137,,,,,2.933329457841253e-27,2.659715756018868e-134,,
AG,STR_length,entropy,0.09409513669603656,1.0185171728615463e-29,0.20511538202846932,9.235124152843291e-137,,,,,2.933329457841253e-27,2.659715756018868e-134,,
AG,STR_length,heterozygosity,0.08318585153138737,1.4537601472465128e-23,0.20346785325199215,1.471607233523401e-134,,,,,4.186829224069957e-21,4.238228832547395e-132,,
CT,STR_length,heterozygosity,0.08318585153138737,1.4537601472465128e-23,0.20346785325199215,1.471607233523401e-134,,,,,4.186829224069957e-21,4.238228832547395e-132,,
AG,STR_length,minor_freq,0.07452790910479755,3.237572156502401e-19,0.16919283302154178,4.791292244024785e-93,,,,,9.324207810726915e-17,1.3798921662791382e-90,,
CT,STR_length,minor_freq,0.07452790910479755,3.237572156502401e-19,0.16919283302154178,4.791292244024785e-93,,,,,9.324207810726915e-17,1.3798921662791382e-90,,
AG,STR_length,label,0.17289719719023047,3.8449095227888647e-97,0.16879577731495443,1.2998357158646568e-92,0.17289719719023047,3.8449095227888647e-97,0.18643488662647612,2.528569905735295e-91,1.107333942563193e-94,3.7435268616902115e-90,2.7683348564079825e-95,1.8205703321294123e-89
CT,STR_length,label,0.17289719719023047,3.8449095227888647e-97,0.16879577731495443,1.2998357158646568e-92,0.17289719719023047,3.8449095227888647e-97,0.18643488662647612,2.528569905735295e-91,1.107333942563193e-94,3.7435268616902115e-90,2.7683348564079825e-95,1.8205703321294123e-89
all,all_dinuc_count,entropy,0.1510777910345362,0.0,0.16546368622802426,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,heterozygosity,0.14226425990690597,0.0,0.16414475074929655,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,minor_freq,0.13156783824591006,0.0,0.1581259104082751,0.0,,,,,0.0,0.0,,
GT,all_dinuc_count,entropy,0.13976897792196163,3.206464766128516e-99,0.15534971857308924,2.14141885746254e-122,,,,,9.234618526450127e-97,6.167286309492115e-120,,
AC,all_dinuc_count,entropy,0.13976897792196163,3.206464766128516e-99,0.15534971857308924,2.14141885746254e-122,,,,,9.234618526450127e-97,6.167286309492115e-120,,
AC,all_dinuc_count,heterozygosity,0.12744698922765652,1.1012632854919296e-82,0.15480539123784504,1.525353916226938e-121,,,,,3.1716382622167573e-80,4.393019278733581e-119,,
GT,all_dinuc_count,heterozygosity,0.12744698922765652,1.1012632854919296e-82,0.15480539123784504,1.525353916226938e-121,,,,,3.1716382622167573e-80,4.393019278733581e-119,,
AC,all_dinuc_count,minor_freq,0.11709552759557809,5.2852179672900315e-70,0.14707319438789457,9.087875273387907e-110,,,,,1.522142774579529e-67,2.6173080787357172e-107,,
GT,all_dinuc_count,minor_freq,0.11709552759557809,5.2852179672900315e-70,0.14707319438789457,9.087875273387907e-110,,,,,1.522142774579529e-67,2.6173080787357172e-107,,
AT,all_dinuc_count,entropy,0.12751455229451944,1.8363571917135905e-104,0.14020895188787427,4.232001192788894e-126,,,,,5.288708712135141e-102,1.2188163435232015e-123,,
all,all_dinuc_count,label,0.1631424150717212,0.0,0.1397280591668274,0.0,0.1631424150717212,0.0,0.1581911090442243,0.0,0.0,0.0,0.0,0.0
CT,all_dinuc_count,entropy,0.17167135680689388,8.923802443025322e-96,0.13902434810822994,3.8571599525481354e-63,,,,,2.5700551035912927e-93,1.110862066333863e-60,,
AG,all_dinuc_count,entropy,0.17167135680689388,8.923802443025322e-96,0.13902434810822994,3.8571599525481354e-63,,,,,2.5700551035912927e-93,1.110862066333863e-60,,
CT,all_dinuc_count,heterozygosity,0.1537229367586369,6.000055642379621e-77,0.1382699712556028,1.8039810682759036e-62,,,,,1.728016025005331e-74,5.195465476634603e-60,,
AG,all_dinuc_count,heterozygosity,0.1537229367586369,6.000055642379621e-77,0.1382699712556028,1.8039810682759036e-62,,,,,1.728016025005331e-74,5.195465476634603e-60,,
AT,all_dinuc_count,heterozygosity,0.12160426311789573,4.144481059192926e-95,0.13655176509291797,1.1956768548725755e-119,,,,,1.1936105450475627e-92,3.443549342033017e-117,,
CT,all_dinuc_count,minor_freq,0.14523390008817597,8.478554298104444e-69,0.1347073798505816,2.340994797392811e-59,,,,,2.44182363785408e-66,6.742065016491295e-57,,
AG,all_dinuc_count,minor_freq,0.14523390008817597,8.478554298104444e-69,0.1347073798505816,2.340994797392811e-59,,,,,2.44182363785408e-66,6.742065016491295e-57,,
