STR_type,nearby_type,target,pearson_corr,pearson_pval,spearman_corr,spearman_pval,point_biserial_corr,point_biserial_pval,rank_biserial_corr,rank_biserial_pval,pearson_pval_bonf,spearman_pval_bonf,point_biserial_pval_bonf,rank_biserial_pval_bonf
AT,STR_length,entropy,0.5425679860843754,0.0,0.5652239551833916,0.0,,,,,0.0,0.0,,
AT,STR_length,heterozygosity,0.5340491988488921,0.0,0.5550293807553227,0.0,,,,,0.0,0.0,,
AT,STR_length,minor_freq,0.5034811722320353,0.0,0.5483956187688814,0.0,,,,,0.0,0.0,,
AC,STR_length,entropy,0.47813362223703365,0.0,0.5427194658317711,0.0,,,,,0.0,0.0,,
GT,STR_length,entropy,0.47813362223703365,0.0,0.5427194658317711,0.0,,,,,0.0,0.0,,
GT,STR_length,heterozygosity,0.45876053528827593,0.0,0.5391924471426002,0.0,,,,,0.0,0.0,,
AC,STR_length,heterozygosity,0.45876053528827593,0.0,0.5391924471426002,0.0,,,,,0.0,0.0,,
GT,STR_length,minor_freq,0.42700790421812584,0.0,0.5299103771594118,0.0,,,,,0.0,0.0,,
AC,STR_length,minor_freq,0.42700790421812584,0.0,0.5299103771594118,0.0,,,,,0.0,0.0,,
all,STR_length,entropy,0.43228411964311003,0.0,0.48132396090738805,0.0,,,,,0.0,0.0,,
all,STR_length,heterozygosity,0.42226220822579047,0.0,0.47686538007190615,0.0,,,,,0.0,0.0,,
all,STR_length,minor_freq,0.39552224902521976,0.0,0.467953318549353,0.0,,,,,0.0,0.0,,
AC,STR_length,label,0.4524407295511097,0.0,0.45814767684061797,0.0,0.4524407295511097,0.0,0.5355347831834509,0.0,0.0,0.0,0.0,0.0
GT,STR_length,label,0.4524407295511097,0.0,0.45814767684061797,0.0,0.4524407295511097,0.0,0.5355347831834509,0.0,0.0,0.0,0.0,0.0
CT,STR_length,entropy,0.29791106044473653,0.0,0.40213686682603583,0.0,,,,,0.0,0.0,,
AG,STR_length,entropy,0.29791106044473653,0.0,0.40213686682603583,0.0,,,,,0.0,0.0,,
CT,STR_length,heterozygosity,0.2705484559970874,1.8472393695099336e-303,0.3989816040906977,0.0,,,,,5.320049384188609e-301,0.0,,
AG,STR_length,heterozygosity,0.2705484559970874,1.8472393695099336e-303,0.3989816040906977,0.0,,,,,5.320049384188609e-301,0.0,,
all,STR_length,label,0.3863703985927137,0.0,0.3911335587890154,0.0,0.3863703985927137,0.0,0.4643353448516103,0.0,0.0,0.0,0.0,0.0
CT,STR_length,minor_freq,0.24805871395622242,6.8755573272074e-254,0.37835317327058154,0.0,,,,,1.980160510235731e-251,0.0,,
AG,STR_length,minor_freq,0.24805871395622242,6.8755573272074e-254,0.37835317327058154,0.0,,,,,1.980160510235731e-251,0.0,,
AT,STR_length,label,0.3271386612784863,0.0,0.3722017843053713,0.0,0.3271386612784863,0.0,0.5573248352962316,0.0,0.0,0.0,0.0,0.0
AG,STR_length,label,0.38033603429664764,0.0,0.3572536853232123,0.0,0.38033603429664764,0.0,0.4029487151657236,0.0,0.0,0.0,0.0,0.0
CT,STR_length,label,0.38033603429664764,0.0,0.3572536853232123,0.0,0.38033603429664764,0.0,0.4029487151657236,0.0,0.0,0.0,0.0,0.0
all,all_dinuc_count,entropy,0.13079456321169744,0.0,0.14240904780986255,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,heterozygosity,0.1276235291060264,0.0,0.14059065070141494,0.0,,,,,0.0,0.0,,
all,all_dinuc_count,minor_freq,0.1191524059282026,0.0,0.13574136695238684,0.0,,,,,0.0,0.0,,
AG,all_dinuc_count,entropy,0.15644546402363507,2.6891326449868536e-100,0.13047405553592542,4.4464283456260064e-70,,,,,7.744702017562139e-98,1.28057136354029e-67,,
CT,all_dinuc_count,entropy,0.15644546402363507,2.6891326449868536e-100,0.13047405553592542,4.4464283456260064e-70,,,,,7.744702017562139e-98,1.28057136354029e-67,,
CT,all_dinuc_count,heterozygosity,0.14061389021763812,3.3445153823931113e-81,0.12930166787131944,7.566398889301926e-69,,,,,9.632204301292161e-79,2.1791228801189548e-66,,
AG,all_dinuc_count,heterozygosity,0.14061389021763812,3.3445153823931113e-81,0.12930166787131944,7.566398889301926e-69,,,,,9.632204301292161e-79,2.1791228801189548e-66,,
AG,all_dinuc_count,minor_freq,0.13415022392990547,5.179681644518627e-74,0.1265531982437029,5.245076023428624e-66,,,,,1.4917483136213645e-71,1.5105818947474438e-63,,
CT,all_dinuc_count,minor_freq,0.13415022392990547,5.179681644518627e-74,0.1265531982437029,5.245076023428624e-66,,,,,1.4917483136213645e-71,1.5105818947474438e-63,,
GT,all_dinuc_count,entropy,0.11302791324388291,7.193418019037547e-85,0.1247687713307127,3.857485947023167e-103,,,,,2.0717043894828136e-82,1.110955952742672e-100,,
AC,all_dinuc_count,entropy,0.11302791324388291,7.193418019037547e-85,0.1247687713307127,3.857485947023167e-103,,,,,2.0717043894828136e-82,1.110955952742672e-100,,
GT,all_dinuc_count,heterozygosity,0.10537614866813774,5.933181447735699e-74,0.12355312707000335,3.6633276145615437e-101,,,,,1.7087562569478813e-71,1.0550383529937246e-98,,
AC,all_dinuc_count,heterozygosity,0.10537614866813774,5.933181447735699e-74,0.12355312707000335,3.6633276145615437e-101,,,,,1.7087562569478813e-71,1.0550383529937246e-98,,
all,all_dinuc_count,label,0.1394908479316414,0.0,0.11964245148592648,0.0,0.1394908479316414,0.0,0.14103594651284168,0.0,0.0,0.0,0.0,0.0
GT,all_dinuc_count,minor_freq,0.09710497741631091,5.006270143195961e-63,0.11702823036990372,6.905542238976717e-91,,,,,1.4418058012404368e-60,1.9887961648252945e-88,,
AC,all_dinuc_count,minor_freq,0.09710497741631091,5.006270143195961e-63,0.11702823036990372,6.905542238976717e-91,,,,,1.4418058012404368e-60,1.9887961648252945e-88,,
